-4.466759249104393384e-315,-5.965181172090886635e-02,3.207651224474279391e-04,-6.019918110976162362e-01,2.399441718820630176e-01,1.593081028003918986e-01,-9.730258143533375703e-01,-1.093229205877817245e+00,5.237756787469839415e-01,-3.638029102778786889e-315,1.404003334406139225e-01,-6.056257576040162653e-316
-9.778886932621467459e-316,-2.798737603680183650e-01,4.607315884160840813e-01,-1.316936562938914257e+00,3.283440220874173088e-01,2.988082712476387015e-01,4.811231671298107360e-01,1.648423000871293287e-01,-3.609755063990161689e-02,-3.190622438473982034e-315,-2.198981808514899328e-01,-1.822168547896688960e-315
4.789069727046309217e-315,-7.247976340278967922e-02,-7.407130401648889251e-01,5.563602439841115466e-01,-1.088192631503468677e+00,1.649838182506703499e-01,9.133650960124070628e-02,3.408864794920108965e-01,1.550356033671960621e+00,-2.354736190986789881e-315,1.423035390176403091e-02,2.666980461825237613e-315
-1.859523117208328709e-315,-4.203495483984546338e-02,-4.350408379038879225e-01,8.281613683974786699e-02,-6.928567467263324620e-02,-1.033878702336898270e+00,3.118993933560630996e-02,-1.747658693137064401e-01,-5.895071118912301733e-01,-2.720232250399128438e-315,-1.388839856353839969e-02,-2.743620196544236990e-315
-3.865873008893711154e-315,1.660824682633232560e-02,-1.607694182013597040e+00,-5.641250678772551375e-01,1.444620732628623672e-01,1.366913287396806509e-01,-1.340831720995133924e+00,1.116080723751749493e-01,-5.265969229949916119e-01,3.018211097049753105e-315,-2.417031544448606240e-01,1.632405453008195866e-315
-4.227848376276410822e-315,-3.056576130309132666e-02,1.554170541126089211e-01,-1.113816257899055695e-01,-1.754887130321172828e+00,-2.053570161112299175e+00,-5.663964613164077511e-01,-7.647643433025609339e-01,1.985532655876521852e-03,-4.835297833933012755e-315,8.436969345106566653e-02,1.947565071825028418e-315
-9.257528705251433783e-316,8.182276239133504103e-02,2.905798265053277096e-01,-5.727192369473178835e-02,-7.398943856969821820e-01,-7.033116473896028342e-01,-8.528854757069130876e-01,-1.436739444204051308e+00,1.010477300379875043e-01,-2.829259485221928424e-315,1.079052701529529673e-01,-2.652436626705326546e-316
-9.820830388592337164e-316,2.235192821853363918e-02,-9.223418875123019561e-04,3.750732868367193107e-02,-1.820062874161831281e-30,-8.219843469202661596e-316,-7.445918908133712932e-01,-3.559687949758651854e-02,-1.015500830532691250e-04,-2.124863013985358321e-315,-1.405183335981682602e-01,2.013161194314048414e-315
-3.445981991816134296e-316,-2.441035605790823904e-01,-4.277619690235610617e-01,5.946547251119088662e-02,-5.660271819059666670e-02,3.426290494326378333e-02,-6.529897577456117430e-02,-1.415288115587501894e-01,-2.301391782056379925e-02,-1.700440293406401173e-315,-4.299950142282847609e-02,9.702186996003522327e-316
-2.544622342805692654e-315,1.065999589845089829e-01,-5.838196736073169441e-02,-9.028847441670903584e-02,8.009198370944926176e-03,1.285618702525953040e-02,-6.842169819380981843e-02,-3.494884841167378298e-02,-4.899207281926653001e-01,-4.362004007235580778e-316,2.537664225365262108e-02,8.718779712993740317e-316
1.691620910366778042e-315,-1.452574794942791403e-01,-3.100217979359146114e-02,-5.757846323136297727e-316,1.097947180677607548e+00,5.819760235381152835e-01,-1.037675457965155923e+00,8.525433805798295905e-01,-6.709683005699471625e-01,-6.735409155401729879e-316,-1.106930888530851975e+00,1.096553473952770051e-315
4.876617087366926629e-315,4.847263840014548464e-02,1.350699557322117272e-01,1.957145041251187600e-01,-5.024676326141361393e+00,-4.690939466616040887e-01,1.385605670627484687e-01,3.120391185201832895e-01,3.559759906374000971e-01,-3.519837305952896784e-315,1.172560023412336921e-01,9.244414424374482071e-316
-3.828319331126797384e-315,1.126839222247895123e-01,-3.993323834692163454e-01,5.539579031084516936e-02,-3.572440883225653230e-01,-4.594085672464754411e-01,9.204194295915711643e-02,-6.680978040363012849e-02,-2.111636575222060053e+00,-4.527874749539156616e-315,3.414471029095558774e-02,-2.141728779777090744e-315
-3.872887683764174755e-315,3.218042372099869097e-02,4.333502997812253010e-01,-1.435206528686947758e+00,-8.240125633671779859e-01,-8.409216779856166779e-01,3.239381014408107551e-01,-7.251550107510830179e-01,2.696378301748642015e-01,4.493683307067947530e-315,-5.740803788729419502e-03,-3.631896028765449491e-316
-2.061018210931808250e-315,-7.344174540267177365e-02,-2.991717255442376544e-01,-1.319139869246884617e-02,1.924277879928835977e-01,2.228399579903202476e-01,4.687160912188292894e-02,2.620052879290852774e-02,1.909603289469911369e-01,-3.906821831668999095e-315,-1.281101585283948852e-01,-1.393431804199252716e-315
