1.217999167359544771e-315,-3.286008209553748323e-315,4.948950190189508695e-315,-3.499890897580306896e-315,-9.353920319876285974e-316,-4.549318374444903819e-316,-2.392538245435180963e-315,1.710990576148351610e-315,-1.450363586388971023e-315
3.544482710454126551e-01,2.979810929562087818e-01,8.520039262719235340e-02,4.125219695069254344e-01,2.966371239357248890e-01,2.978866892006477030e-01,-7.891353794914802988e-02,1.766022370223783167e-01,-9.541951710062263059e-02
-6.501809052614976325e-01,-4.603378750559469768e-01,-6.627775086774004842e-01,-2.463152006305518171e-01,-4.552278037674438171e-01,-4.523499318759379162e-01,-7.771671275824424407e-01,-5.330686931066040968e-01,-7.540003493826362702e-01
-7.530037883846614211e-01,-5.407087278001991848e-01,-3.619855147903364156e-01,-1.135220395279929351e+00,-5.434859866805443751e-01,-5.431955961448992065e-01,-4.361391377100431455e-01,-3.673572987807879331e-01,-4.317475384620697021e-01
-3.548040755064086338e-01,-4.546607487427144489e-01,-1.432850334292165573e-01,-3.042474424655961518e-01,-2.668528724941442998e-01,-2.626766467465879162e-01,-1.525299240797039213e-01,-1.492990484445336392e-02,-2.424652099047781562e-01
-3.225457420577366313e-02,1.722391660814127923e-01,-2.423796038847626511e-01,2.621965300003831767e-01,-8.685062914288572923e-04,-2.077387124623961828e-02,-4.429604353588187382e-01,-3.153913209973022713e-01,-3.978175639531055796e-01
2.778377701537655953e-01,-1.872403403823189871e-01,4.134872310506665372e-02,-1.640674189484470080e-01,-1.892290863016803104e-01,-1.708206195468119915e-01,1.143203315956800442e-01,3.265451845316434676e-02,1.131206017933121394e-01
-2.724105129902866240e-01,1.067339793677202567e-02,-1.044780186254316151e-02,1.283431441347415991e-01,5.629766682682326578e-02,2.702364978954155048e-02,1.342478296093000713e-02,-6.389542701829811766e-02,8.270228807188332795e-03
-1.422644040103635321e+00,2.061496490397842218e-01,-3.053523045654427115e-01,-1.438062815566057591e-02,-8.904884082910823340e-01,-9.801934649916221876e-01,-1.249108087908484821e+00,-1.609406345610835176e+00,-1.179188245155557979e+00
-3.789597583359985738e-315,3.364634942902596816e-315,-3.871870506353173255e-315,-8.856230208457148046e-316,2.108915854567625612e-315,-3.379217982131505386e-315,-2.949872045611433968e-315,-3.480648804489145996e-315,-3.594723878371567248e-315
-2.756059947185836578e-01,9.946380669421722720e-02,-3.486884338272088629e-02,1.277775455646821146e-03,1.010439614278649534e-01,9.434776278444768904e-02,-1.948424416343528254e-01,-2.909979032094346940e-01,-6.416381159056429306e-02
3.614881544273662395e-316,1.959106509540413896e-315,-3.010189501571095668e-315,-4.559220487525418666e-317,-4.892738859465212552e-316,8.359073589122389495e-316,1.300796195189840683e-315,1.287853804691733599e-315,1.084488415584609102e-315
